Genus,Species,Tissue,LATITUDE,LONGITUDE,DATE,SAMPLE_TYP,NUMBER_IN_,MEAN_LENGT,TOTAL_LENG,MEAN_WEIGH,TOTAL_WEIG,MERCURY_BA,HG_CONCENT,FILLET_CON,DRY_WET_CO,WET_FILLET
Micropterus,salmoides,"Fillet, skin unknown",35.00834,-77.22223,1995-05-10,Specimen,1,,540,2383,2383,Wet,1.8,,,1.8
Lepisosteus,osseus,"Fillet, skin unknown",35.00834,-77.22223,1990-09-06,Specimen,1,,850,2420,2420,Wet,0.32,,,0.32
Amia,calva,"Fillet, skin unknown",35.00834,-77.22223,1995-05-10,Specimen,1,,670,3167,3167,Wet,1.9,,,1.9
Lepomis,macrochirus,"Fillet, skin unknown",35.00834,-77.22223,1995-05-10,Composite,3,243,,289,,Wet,0.35,,,0.35
Erimyzon,oblongus,"Fillet, skin unknown",35.00834,-77.22223,1990-09-06,Composite,3,326,,533.3,,Wet,0.09,,,0.09
Etheostoma,whipplei,"Fillet, skin on",37.31706,-77.22361,1991-06-21,Composite,5,18542,,16329.3264,,Wet,0.05,,,0.05
Unknown,unknown,"Fillet, skin on",37.31706,-77.22361,1991-06-21,Composite,5,35407.6,,99790.328,,Wet,0.05,,,0.05
Thunnus,atlanticus,Whole body,37.31706,-77.22361,1991-06-21,Composite,5,44958,,139252.8668,,Wet,0.05,0.07142,,0.07142
Ictalurus,natalis,Whole body,39.67972,-77.23611,1993-10-07,Specimen,1,,270,,,Wet,0.109,0.15571,,0.15571
Moxostoma,macrolepidotum,Whole body,39.67972,-77.23611,1993-10-07,Composite,4,,,,,Wet,0.04,0.05714,,0.05714
Hippoglossoides,platessoides,Unknown,37.70417,-77.2375,1994-04-28,Composite,5,,,,,Dry,0.03,,0.00645,0.0048375
Spirinchus,thaleichthys,Unknown,37.70417,-77.2375,1994-04-28,Composite,5,,,,,Dry,0.03,,0.00645,0.0048375
Unknown,unknown,Whole body,37.31251,-77.24334,1992-06-23,Composite,3,,,,,Wet,0.04,0.05714,,0.05714
Macrozoarces,americanus,"Fillet, skin on",37.31251,-77.24334,1992-06-23,Composite,5,,,,,Wet,0.03,,,0.03
Spirinchus,thaleichthys,"Fillet, skin on",37.31251,-77.24334,1992-06-23,Composite,25,,,,,Wet,0.03,,,0.03
Micropterus,salmoides,"Fillet, skin on",40.04056,-77.26778,1994-08-11,Composite,4,,,,,Wet,0.41,,,0.41
Macrozoarces,americanus,"Fillet, skin on",37.36306,-77.26778,1992-06-25,Composite,5,,,,,Wet,0.03,,,0.03
Unknown,unknown,"Fillet, skin on",37.36306,-77.26778,1992-06-25,Composite,6,,,,,Wet,0.03,,,0.03
Acipenser,oxyrhynchus,Whole body,37.36306,-77.26778,1992-06-25,Composite,6,,,,,Wet,0.03,0.04285,,0.04285
Macrozoarces,americanus,"Fillet, skin on",37.31139,-77.29695,1991-07-26,Composite,5,297.942,,408.23316,,Wet,0.05,,,0.05
Thunnus,atlanticus,Whole body,37.31139,-77.29695,1991-07-26,Composite,5,465.074,,1514.99862,,Wet,0.05,0.07142,,0.07142
Oncorhynchus,kisutch,"Fillet, skin on",37.31139,-77.29695,1991-07-26,Composite,6,169.926,,122.46995,,Wet,0.05,,,0.05
Micropterus,salmoides,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,280,,299,Wet,0.4,,,0.4
Micropterus,salmoides,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,280,,333,Wet,0.34,,,0.34
Micropterus,salmoides,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,300,,344,Wet,0.2,,,0.2
Micropterus,salmoides,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,305,,440,Wet,0.42,,,0.42
Lepomis,macrochirus,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,265,,446,Wet,0.42,,,0.42
Micropterus,salmoides,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,320,,451,Wet,0.46,,,0.46
Micropterus,salmoides,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,300,,462,Wet,0.46,,,0.46
Micropterus,salmoides,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,322,,470,Wet,0.4,,,0.4
Micropterus,salmoides,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,320,,471,Wet,0.6,,,0.6
Lepomis,macrochirus,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,270,,495,Wet,0.55,,,0.55
Micropterus,salmoides,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,345,593,593,Wet,0.44,,,0.44
Micropterus,salmoides,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,350,626,626,Wet,0.76,,,0.76
Amia,calva,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,490,937,937,Wet,0.82,,,0.82
Amia,calva,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,495,1027,1027,Wet,0.66,,,0.66
Amia,calva,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,495,1186,1186,Wet,0.42,,,0.42
Ictalurus,furcatus,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,495,1212,1212,Wet,0.19,,,0.19
Amia,calva,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,520,1301,1301,Wet,0.84,,,0.84
Ictalurus,punctatus,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,525,1450,1450,Wet,0.14,,,0.14
Ictalurus,punctatus,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,535,1706,1706,Wet,0.16,,,0.16
Ictalurus,furcatus,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,540,1875,1875,Wet,0.22,,,0.22
Amia,calva,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,620,1882,1882,Wet,2.6,,,2.6
Amia,calva,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,585,1887,1887,Wet,1.8,,,1.8
Micropterus,salmoides,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,490,1963,1963,Wet,0.92,,,0.92
Ictalurus,furcatus,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,550,2209,2209,Wet,0.17,,,0.17
Micropterus,salmoides,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,540,2364,2364,Wet,1.1,,,1.1
Amia,calva,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,640,2375,2375,Wet,2.3,,,2.3
Ictalurus,furcatus,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Specimen,1,,620,3347,3347,Wet,0.31,,,0.31
Lepomis,macrochirus,"Fillet, skin unknown",35.31528,-77.30834,1994-06-01,Composite,3,242,,309,,Wet,0.32,,,0.32
Micropterus,dolomieui,"Fillet, skin on",41.28306,-77.3225,1994-09-28,Composite,5,,,,,Wet,0.21,,,0.21
Acipenser,oxyrhynchus,Unknown,37.76778,-77.33223,1990-06-19,Composite,4,335.28,,335.65838,,Wet,0.05,,,0.05
Unknown,unknown,Whole body,37.76778,-77.33223,1990-06-19,Composite,4,336.55,,508.02349,,Wet,0.06,0.08571,,0.08571
Hippoglossoides,platessoides,"Fillet, skin on",37.76778,-77.33223,1990-06-19,Composite,6,198.12,,104.32625,,Wet,0.1,,,0.1
Caranx,ignoblis,"Fillet, skin on",37.76778,-77.33223,1990-06-19,Composite,8,160.02,,99.79033,,Wet,0.02,,,0.02
Ambloplites,rupestris,"Fillet, skin on",41.30945,-77.3625,1994-09-09,Composite,5,,,,,Wet,0.22,,,0.22
Micropterus,dolomieui,"Fillet, skin unknown",39.38778,-77.38139,1993-10-26,Composite,2,,,,,Wet,0.217,,,0.217
Micropterus,dolomieui,"Fillet, skin unknown",39.38778,-77.38139,1993-10-26,Composite,3,,,,,Wet,0.161,,,0.161
Catostomus,commersoni,"Fillet, skin unknown",39.38778,-77.38139,1993-10-26,Composite,5,,,,,Wet,0.107,,,0.107
Catostomus,commersoni,Whole body,39.38778,-77.38139,1993-10-26,Composite,5,,,,,Wet,0.038,0.05428,,0.05428
Cyprinus,carpio,Whole body,36.20945,-77.38417,1990-09-06,Composite,10,464,,1406.2,,Wet,0.12,0.17142,,0.17142
Amia,calva,"Fillet, skin unknown",35.61667,-77.39,1995-08-08,Specimen,1,,510,1382,1382,Wet,0.41,,,0.41
Amia,calva,"Fillet, skin unknown",35.61667,-77.39,1995-08-08,Specimen,1,,515,1447,1447,Wet,0.33,,,0.33
Amia,calva,"Fillet, skin unknown",35.61667,-77.39,1995-08-08,Specimen,1,,550,1691,1691,Wet,0.76,,,0.76
Amia,calva,"Fillet, skin unknown",35.61667,-77.39,1995-08-08,Specimen,1,,561,1918,1918,Wet,0.89,,,0.89
Amia,calva,"Fillet, skin unknown",35.61667,-77.39,1995-08-08,Specimen,1,,550,1939,1939,Wet,0.67,,,0.67
Lepomis,macrochirus,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,240,,275,Wet,0.44,,,0.44
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,260,,284,Wet,0.36,,,0.36
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,300,,358,Wet,0.35,,,0.35
Lepomis,macrochirus,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,260,,364,Wet,0.59,,,0.59
Lepomis,macrochirus,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,260,,364,Wet,0.51,,,0.51
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,300,,369,Wet,0.43,,,0.43
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,305,,370,Wet,0.39,,,0.39
Pylodictis,olivaris,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,315,,380,Wet,0.25,,,0.25
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,310,,385,Wet,0.33,,,0.33
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,310,,386,Wet,0.93,,,0.93
Lepomis,macrochirus,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,255,,431,Wet,0.43,,,0.43
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,320,,476,Wet,0.66,,,0.66
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,345,489,489,Wet,1.1,,,1.1
Ictalurus,punctatus,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,400,505,505,Wet,0.2,,,0.2
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,320,,523,Wet,0.7,,,0.7
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,340,524,524,Wet,0.52,,,0.52
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,340,527,527,Wet,0.73,,,0.73
Amia,calva,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,395,532,532,Wet,0.39,,,0.39
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,340,545,545,Wet,0.85,,,0.85
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,345,548,548,Wet,0.8,,,0.8
Ictalurus,catus,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,350,580,580,Wet,0.14,,,0.14
Amia,calva,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,420,667,667,Wet,0.66,,,0.66
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,355,683,683,Wet,0.59,,,0.59
Amia,calva,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,420,707,707,Wet,0.57,,,0.57
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,355,709,709,Wet,0.52,,,0.52
Amia,calva,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,450,834,834,Wet,0.48,,,0.48
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,410,906,906,Wet,1.2,,,1.2
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,390,922,922,Wet,0.89,,,0.89
Ictalurus,catus,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,415,934,934,Wet,0.16,,,0.16
Amia,calva,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,475,1009,1009,Wet,0.9,,,0.9
Amia,calva,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,495,1026,1026,Wet,0.58,,,0.58
Amia,calva,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,480,1057,1057,Wet,3.1,,,3.1
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,430,1118,1118,Wet,1.2,,,1.2
Amia,calva,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,495,1122,1122,Wet,2.8,,,2.8
Amia,calva,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,525,1127,1127,Wet,1.3,,,1.3
Ictalurus,catus,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,460,1218,1218,Wet,0.25,,,0.25
Amia,calva,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,525,1417,1417,Wet,1.6,,,1.6
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,470,1436,1436,Wet,1.5,,,1.5
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,465,1524,1524,Wet,1.2,,,1.2
Amia,calva,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,530,1526,1526,Wet,0.8,,,0.8
Amia,calva,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,560,1751,1751,Wet,0.83,,,0.83
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,510,1851,1851,Wet,1.4,,,1.4
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1992-05-27,Specimen,1,,494,1989,1989,Wet,0.98,,,0.98
Ictalurus,catus,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,615,2303,2303,Wet,0.83,,,0.83
Amia,calva,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,640,2612,2612,Wet,1.1,,,1.1
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,555,2637,2637,Wet,1.8,,,1.8
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1994-06-07,Specimen,1,,510,2722,2722,Wet,1.5,,,1.5
Amia,calva,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Specimen,1,,735,3917,3917,Wet,1.3,,,1.3
Cyprinus,carpio,Whole body,35.3625,-77.425,1992-05-27,Specimen,1,,671,4713,4713,Wet,0.61,0.87142,,0.87142
Cyprinus,carpio,Whole body,35.3625,-77.425,1992-05-27,Specimen,1,,696,5214,5214,Wet,0.41,0.58571,,0.58571
Lepomis,macrochirus,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Composite,2,275,,278.5,,Wet,0.78,,,0.78
Esox,niger,"Fillet, skin unknown",35.3625,-77.425,1992-05-27,Composite,2,394,,389,,Wet,0.55,,,0.55
Pomoxis,nigromaculatus,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Composite,3,245,,237,,Wet,0.51,,,0.51
Lepomis,macrochirus,"Fillet, skin unknown",35.3625,-77.425,1995-05-25,Composite,3,240,,262.3,,Wet,0.45,,,0.45
Micropterus,salmoides,"Fillet, skin unknown",35.3625,-77.425,1992-05-27,Composite,9,310,,416.7,,Wet,0.88,,,0.88
Moxostoma,erythrurum,Whole body,35.3625,-77.425,1992-05-27,Composite,9,477,,1189.5,,Wet,0.32,0.45714,,0.45714
Lepomis,macrochirus,"Fillet, skin unknown",35.3625,-77.425,1992-05-27,Composite,10,209,,191.2,,Wet,0.24,,,0.24
Ictalurus,punctatus,"Fillet, skin unknown",41.12639,-77.43334,1995-08-24,Composite,4,,,,,Wet,0.05,,,0.05
Ictalurus,punctatus,"Fillet, skin unknown",41.12639,-77.43334,1994-09-01,Composite,5,,,,,Wet,0.14,,,0.14
Oncorhynchus,kisutch,"Fillet, skin on",38.80306,-77.44973,1990-07-12,Composite,8,124.46,,72.57478,,Wet,0.01,,,0.01
Caranx,ignoblis,"Fillet, skin on",38.80306,-77.44973,1990-07-12,Composite,10,129.54,,54.43109,,Wet,0.02,,,0.02
Unknown,unknown,Whole body,38.80306,-77.44973,1990-07-12,Unknown,,127,,31.75147,,Wet,0.01,0.01428,,0.01428
Salmo,trutta,"Fillet, skin on",41.07528,-77.47778,1994-08-17,Composite,5,,,,,Wet,0.12,,,0.12
Amia,calva,"Fillet, skin unknown",35.69584,-77.49,1995-08-08,Specimen,1,,440,860,860,Wet,0.47,,,0.47
Amia,calva,"Fillet, skin unknown",35.69584,-77.49,1995-08-08,Specimen,1,,531,1240,1240,Wet,0.39,,,0.39
Amia,calva,"Fillet, skin unknown",35.69584,-77.49,1995-08-08,Specimen,1,,532,1558,1558,Wet,0.58,,,0.58
Amia,calva,"Fillet, skin unknown",35.69584,-77.49,1995-08-08,Specimen,1,,559,1724,1724,Wet,0.68,,,0.68
Amia,calva,"Fillet, skin unknown",35.69584,-77.49,1995-08-08,Specimen,1,,370,1810,1810,Wet,0.83,,,0.83
Amia,calva,"Fillet, skin unknown",35.69584,-77.49,1995-08-08,Specimen,1,,580,1922,1922,Wet,0.9,,,0.9
Amia,calva,"Fillet, skin unknown",35.69584,-77.49,1995-08-08,Specimen,1,,581,2097,2097,Wet,0.56,,,0.56
Ictalurus,punctatus,Whole body,39.15444,-77.52194,1993-09-16,Specimen,1,,620,0,,Wet,0.179,0.25571,,0.25571
Ictalurus,punctatus,Whole body,39.15444,-77.52194,1993-09-16,Specimen,1,,510,0,,Wet,0.058,0.08285,,0.08285
Ictalurus,punctatus,Whole body,39.15444,-77.52194,1993-09-16,Specimen,1,,470,0,,Wet,0.054,0.07714,,0.07714
Ictalurus,punctatus,Whole body,39.15444,-77.52194,1993-09-16,Specimen,1,,440,0,,Wet,0.037,0.05285,,0.05285
Ictalurus,punctatus,Whole body,39.15444,-77.52194,1993-09-16,Specimen,1,,420,0,,Wet,0.059,0.08428,,0.08428
Ictalurus,punctatus,"Fillet, skin unknown",39.15444,-77.52194,1993-09-16,Composite,5,,,,,Wet,0.124,,,0.124
Micropterus,dolomieui,"Fillet, skin unknown",39.15444,-77.52194,1993-09-16,Composite,5,,,,,Wet,0.105,,,0.105
Lepomis,macrochirus,"Fillet, skin unknown",35.89445,-77.53334,1990-09-07,Specimen,1,,172,,107,Wet,0.3,,,0.3
Ictalurus,catus,"Fillet, skin unknown",35.89445,-77.53334,1990-09-07,Specimen,1,,250,,174,Wet,0.16,,,0.16
Ictalurus,punctatus,"Fillet, skin unknown",35.89445,-77.53334,1990-09-07,Composite,2,427,,738,,Wet,0.09,,,0.09
Morone,americana,"Fillet, skin unknown",35.89445,-77.53334,1990-09-07,Composite,4,184,,129.3,,Wet,0.29,,,0.29
Micropterus,salmoides,"Fillet, skin unknown",35.89445,-77.53334,1990-09-07,Composite,9,351,,544.8,,Wet,0.74,,,0.74
Lepomis,auritus,"Fillet, skin unknown",35.89445,-77.53334,1990-09-07,Composite,9,161,,80,,Wet,0.19,,,0.19
Moxostoma,erythrurum,"Fillet, skin unknown",35.89445,-77.53334,1990-09-07,Composite,10,366,,588.4,,Wet,0.25,,,0.25
Unknown,unknown,Unknown,40.60723,-77.56778,1992-09-21,Unknown,,,,,,Dry,0.1,,0.0215,0.016125
Unknown,unknown,Unknown,40.60723,-77.56778,1992-09-21,Unknown,,,,,,Dry,0.1,,0.0215,0.016125
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-24,Unknown,,252,,,110,Wet,0.05,,,0.05
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-24,Unknown,,267,,,120,Wet,0.06,,,0.06
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-24,Unknown,,263,,,130,Wet,0.05,,,0.05
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-24,Unknown,,265,,,130,Wet,0.05,,,0.05
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-24,Unknown,,277,,,140,Wet,0.09,,,0.09
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-24,Unknown,,278,,,150,Wet,0.05,,,0.05
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-23,Unknown,,293,,,160,Wet,0.1,,,0.1
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-23,Unknown,,295,,,160,Wet,0.05,,,0.05
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-23,Unknown,,294,,,180,Wet,0.09,,,0.09
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-23,Unknown,,300,,,180,Wet,0.05,,,0.05
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-23,Unknown,,301,,,190,Wet,0.06,,,0.06
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-23,Unknown,,306,,,190,Wet,0.05,,,0.05
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-24,Unknown,,301,,,200,Wet,0.13,,,0.13
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-23,Unknown,,309,,,210,Wet,0.11,,,0.11
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-24,Unknown,,320,,,230,Wet,0.1,,,0.1
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-23,Unknown,,324,,,230,Wet,0.06,,,0.06
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-24,Unknown,,318,,,240,Wet,0.16,,,0.16
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-23,Unknown,,318,,,240,Wet,0.14,,,0.14
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-28,Specimen,1,,328,250,250,Wet,0.15,,,0.15
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-24,Unknown,,320,,,250,Wet,0.09,,,0.09
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-24,Unknown,,325,,,260,Wet,0.07,,,0.07
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-24,Unknown,,340,,,260,Wet,0.06,,,0.06
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-24,Unknown,,324,,,280,Wet,0.19,,,0.19
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-24,Unknown,,300,,,290,Wet,0.05,,,0.05
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-27,Specimen,1,,353,303,303,Wet,0.1,,,0.1
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-26,Specimen,1,,355,310,310,Wet,0.16,,,0.16
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-25,Specimen,1,,355,320,320,Wet,0.21,,,0.21
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-26,Specimen,1,,353,330,330,Wet,0.12,,,0.12
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-23,Unknown,,360,,,330,Wet,0.17,,,0.17
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-24,Unknown,,345,,,340,Wet,0.14,,,0.14
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-26,Specimen,1,,363,360,360,Wet,0.13,,,0.13
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-26,Specimen,1,,363,370,370,Wet,0.06,,,0.06
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-24,Unknown,,378,,,390,Wet,0.19,,,0.19
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-23,Unknown,,390,,,390,Wet,0.13,,,0.13
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-23,Unknown,,365,,,430,Wet,0.05,,,0.05
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-23,Unknown,,393,,,450,Wet,0.17,,,0.17
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-27,Specimen,1,,387,465,465,Wet,0.1,,,0.1
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-27,Specimen,1,,393,490,490,Wet,0.12,,,0.12
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-24,Unknown,,400,,,490,Wet,0.12,,,0.12
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-25,Specimen,1,,422,530,530,Wet,0.16,,,0.16
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-25,Specimen,1,,418,600,600,Wet,0.16,,,0.16
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-23,Unknown,,425,,,600,Wet,0.23,,,0.23
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-26,Specimen,1,,418,635,635,Wet,0.15,,,0.15
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-25,Specimen,1,,444,660,660,Wet,0.19,,,0.19
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-25,Specimen,1,,454,710,710,Wet,0.21,,,0.21
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-27,Specimen,1,,466,715,715,Wet,0.17,,,0.17
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-25,Specimen,1,,457,730,730,Wet,0.18,,,0.18
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-24,Unknown,,449,,,750,Wet,0.16,,,0.16
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-26,Specimen,1,,452,780,780,Wet,0.11,,,0.11
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-26,Specimen,1,,448,785,785,Wet,0.09,,,0.09
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-28,Specimen,1,,448,800,800,Wet,0.13,,,0.13
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-26,Specimen,1,,463,805,805,Wet,0.17,,,0.17
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-25,Specimen,1,,473,815,815,Wet,0.13,,,0.13
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-25,Specimen,1,,460,830,830,Wet,0.24,,,0.24
Salvelinus,namaycush,"Fillet, skin on",42.7403,-77.5715,1990-06-27,Specimen,1,,466,840,840,Wet,0.13,,,0.13
Salvelinus,namaycush,Unknown,42.7403,-77.5715,1993-06-24,Unknown,,473,,,850,Wet,0.32,,,0.32
